stair.thisTrialN,stair.stepSize,stair.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
100,0.5,2.5,148.72450619999972,149.22476319999987,149.22476319999987,149.22476319999987,149.52457520000007,right,2.5,1,1,0.7311910000003081,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
101,0.5,2.5,149.97407859999976,150.47468219999973,150.47468219999973,150.47468219999973,150.77385479999975,left,-2.5,1,1,0.8198299000000588,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
102,0.5,2.0,151.32417799999985,151.82372290000012,151.82372290000012,151.82372290000012,152.12413879999986,left,-2.0,1,1,0.6782471000001351,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
103,0.5,2.0,152.5238085000001,153.02394300000014,153.02394300000014,153.02394300000014,153.32349769999973,left,-2.0,1,1,0.7327218999998877,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
104,0.5,2.0,153.77343500000006,154.27401680000003,154.27401680000003,154.27401680000003,154.5737623,left,-2.0,1,1,0.5839257000002362,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
105,0.5,1.5,154.8905365999999,155.3900891999997,155.3900891999997,155.3900891999997,155.6903557999999,right,1.5,1,1,0.6806210999998257,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
106,0.5,1.5,156.09055510000007,156.59046739999985,156.59046739999985,156.59046739999985,156.89046099999996,right,1.5,0,0,0.7441657999997915,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
107,0.5,2.0,157.3563162999999,157.85635079999975,157.85635079999975,157.85635079999975,158.157866,right,2.0,1,1,0.8050259000001461,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
108,0.5,2.0,158.68921009999985,159.17276309999988,159.17276309999988,159.1895239999999,159.4731213,left,-2.0,1,1,0.6398212000003696,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
109,0.5,2.0,159.83943499999987,160.33922819999998,160.33922819999998,160.33922819999998,160.6399263999997,right,2.0,1,1,0.7963305000002947,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
110,0.5,1.5,161.1559782999998,161.65575260000014,161.65575260000014,161.65575260000014,161.95601979999992,right,1.5,1,1,0.8947419999999511,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
111,0.5,1.5,162.57280189999983,163.07263430000012,163.07263430000012,163.07263430000012,163.37259270000004,left,-1.5,1,1,0.7554058000000623,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
112,0.5,1.5,163.8557353000001,164.3556751000001,164.3556751000001,164.3556751000001,164.65557360000003,left,-1.5,1,1,0.6541120000001683,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
113,0.5,1.0,165.03870359999974,165.53878889999987,165.53878889999987,165.53878889999987,165.83887370000002,right,1.0,0,0,0.6913791000001765,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
114,0.5,1.5,166.25548909999998,166.75503260000005,166.75503260000005,166.75503260000005,167.0549821999998,left,-1.5,1,1,0.6304141000000527,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
115,0.5,1.5,167.40551079999977,167.9053033,167.9053033,167.9053033,168.20532830000002,left,-1.5,1,1,0.4373966000002838,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
116,0.5,1.5,168.3715162999997,168.87142649999987,168.87142649999987,168.87142649999987,169.1714763,left,-1.5,1,1,0.44848880000017743,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
117,0.5,1.0,169.3384332999999,169.8382031000001,169.8382031000001,169.8382031000001,170.1383166999999,right,1.0,0,0,0.3968783000000258,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
118,0.5,1.5,170.2545538999998,170.75526349999973,170.75526349999973,170.75526349999973,171.0543948999998,right,1.5,0,0,0.39844840000023396,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
119,0.5,2.0,171.17161420000002,171.6719248999998,171.6719248999998,171.6719248999998,171.97094609999976,left,-2.0,1,1,0.7600286000001688,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
120,0.5,2.0,172.4546452999998,172.95430720000013,172.95430720000013,172.95430720000013,173.2543227000001,right,2.0,0,0,0.4312957000001916,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
121,0.5,2.5,173.40410620000011,173.90437669999983,173.90437669999983,173.90437669999983,174.20510049999984,left,-2.5,1,1,0.6020413000001099,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
122,0.5,2.5,174.53780959999995,175.03726030000007,175.03726030000007,175.03726030000007,175.33770259999983,left,-2.5,1,1,0.5679823000000397,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
123,0.5,2.5,175.6371368,176.1378125000001,176.1378125000001,176.1378125000001,176.4374929999999,right,2.5,1,1,0.653541000000132,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
124,0.5,2.0,176.8204823000001,177.32025059999978,177.32025059999978,177.32025059999978,177.62057079999977,left,-2.0,1,1,0.8351124000000709,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
125,0.5,2.0,178.1872441999999,178.68716499999982,178.68716499999982,178.68716499999982,178.98700839999992,left,-2.0,1,1,0.4222437999997055,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
126,0.5,2.0,179.13665029999993,179.6366478,179.6366478,179.6366478,179.93690930000002,right,2.0,1,1,0.6110272999999324,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
127,0.5,1.5,180.27033239999992,180.7699090000001,180.7699090000001,180.7699090000001,181.06976889999987,right,1.5,1,1,0.5393386999999166,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
128,0.5,1.5,181.3365647999999,181.83638710000014,181.83638710000014,181.83638710000014,182.1363535999999,left,-1.5,0,0,0.4737516000004689,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
129,0.5,2.0,182.3362963999998,182.8362185000001,182.8362185000001,182.8362185000001,183.13648639999974,right,2.0,1,1,0.902824100000089,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
130,0.5,2.0,183.76973719999978,184.2696404999997,184.2696404999997,184.2696404999997,184.5692810999999,left,-2.0,1,1,0.3826665999999932,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
131,0.5,2.0,184.66995880000013,185.16929859999982,185.16929859999982,185.16929859999982,185.46923770000012,right,2.0,1,1,0.7054926000000705,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
132,0.5,1.5,185.90292709999994,186.38614599999983,186.38614599999983,186.40238959999988,186.68580079999992,left,-1.5,1,1,0.37635499999987587,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
133,0.5,1.5,186.78575139999975,187.28485749999982,187.28485749999982,187.28485749999982,187.58483750000005,left,-1.5,1,1,0.6473499000003358,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
134,0.5,1.5,187.95185709999987,188.4512104999999,188.4512104999999,188.4512104999999,188.75171219999993,left,-1.5,1,1,0.7806082000001879,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
135,0.5,1.0,189.2512554,189.7512185999999,189.7512185999999,189.7512185999999,190.0507831,left,-1.0,0,0,0.6680480000004536,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
136,0.5,1.5,190.45128479999994,190.95145539999976,190.95145539999976,190.95145539999976,191.25084879999986,left,-1.5,1,1,0.5055606000000807,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
137,0.5,1.5,191.48431789999995,191.96726919999992,191.96726919999992,191.98394180000014,192.26705859999993,left,-1.5,1,1,0.4507752000004075,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
138,0.5,1.5,192.4507923000001,192.93411449999985,192.93411449999985,192.95062000000007,193.2342248,left,-1.5,1,1,0.45888730000024225,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
139,0.5,1.0,193.41716129999986,193.90031950000002,193.90031950000002,193.91682409999976,194.20019520000005,right,1.0,0,0,0.46298460000025443,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
140,0.5,1.5,194.3835568999998,194.86719270000003,194.86719270000003,194.88428269999986,195.16677200000004,right,1.5,1,1,0.5312568000003921,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
141,0.5,1.5,195.41750490000004,195.91719759999978,195.91719759999978,195.91719759999978,196.21707519999973,right,1.5,1,1,0.4203842000001714,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
142,0.5,1.5,196.36716130000013,196.84988239999984,196.84988239999984,196.86686969999982,197.14972099999977,left,-1.5,1,1,0.5498493000004601,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
143,0.5,1.0,197.41661879999992,197.90019559999973,197.90019559999973,197.91651219999994,198.20002879999993,right,1.0,0,0,0.8370691000000079,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
144,0.5,1.5,198.7665278999998,199.24990089999983,199.24990089999983,199.2664160999998,199.55035279999993,left,-1.5,1,1,0.6333517000002757,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
145,0.5,1.5,199.90003089999982,200.39959850000014,200.39959850000014,200.39959850000014,200.70041450000008,right,1.5,1,1,0.6899482999997417,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
146,0.5,1.5,201.1169544999998,201.61597870000014,201.61597870000014,201.61597870000014,201.9159351999997,right,1.5,1,1,0.4557279999999082,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
147,0.5,1.0,202.09996730000012,202.58288790000006,202.58288790000006,202.60013019999997,202.88331040000003,right,1.0,0,0,0.5180546999999933,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
148,0.5,1.5,203.13326599999982,203.61579189999975,203.61579189999975,203.63350889999992,203.91638220000004,left,-1.5,1,1,0.9974412000001394,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
149,0.5,1.5,204.63250459999972,205.13237059999983,205.13237059999983,205.13237059999983,205.43292139999994,left,-1.5,0,0,0.4448797000000013,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
150,0.5,2.0,205.59926529999984,206.08417120000013,206.08417120000013,206.0989983999998,206.39888810000002,left,-2.0,1,1,0.7876097000003028,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
151,0.5,2.0,206.89866979999988,207.39885300000014,207.39885300000014,207.39885300000014,207.6992193000001,left,-2.0,1,1,0.33411570000043866,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
152,0.5,2.0,207.76611150000008,208.26573169999983,208.26573169999983,208.26573169999983,208.56492879999996,left,-2.0,1,1,0.5133975000003375,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
153,0.5,1.5,208.79837229999976,209.29863799999976,209.29863799999976,209.29863799999976,209.5987227999999,right,1.5,0,0,0.4746373000002677,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
154,0.5,2.0,209.79860370000006,210.28213939999978,210.28213939999978,210.2977962,210.58235579999973,right,2.0,1,1,0.45281500000010055,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
155,0.5,2.0,210.76560789999985,211.24835140000005,211.24835140000005,211.2649077000001,211.54861449999999,right,2.0,1,1,0.4474522000000434,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
156,0.5,2.0,211.71481589999985,212.21485129999974,212.21485129999974,212.21485129999974,212.5144977,left,-2.0,1,1,0.5633753000001889,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
157,0.5,1.5,212.79828210000005,213.29782539999997,213.29782539999997,213.29782539999997,213.59802379999974,left,-1.5,1,1,0.5604741000001923,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
158,0.5,1.5,213.88116979999995,214.36467970000012,214.36467970000012,214.38158350000003,214.66497419999996,right,1.5,1,1,0.4441701999999168,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
159,0.5,1.5,214.8316058999999,215.3147082999999,215.3147082999999,215.3311518999999,215.6147536999997,left,-1.5,1,1,1.0009633000004214,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
160,0.5,1.0,216.34821609999972,216.83104009999988,216.83104009999988,216.84784660000014,217.13121150000006,right,1.0,1,1,0.6885247000000163,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
161,0.5,1.0,217.54731679999986,218.0315760999997,218.0315760999997,218.04743580000013,218.33142559999987,right,1.0,0,0,0.30322360000036497,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
162,0.5,1.5,218.3647946000001,218.8645631999998,218.8645631999998,218.8645631999998,219.16450209999994,left,-1.5,1,1,0.43648520000033386,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
163,0.5,1.5,219.33139419999998,219.83167030000004,219.83167030000004,219.83167030000004,220.1317227999998,left,-1.5,1,1,0.40234360000022207,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
164,0.5,1.5,220.26444420000007,220.76443100000006,220.76443100000006,220.76443100000006,221.06437469999992,right,1.5,1,1,0.5175257000000784,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
165,0.5,1.0,221.29770569999982,221.79794140000013,221.79794140000013,221.79794140000013,222.09750200000008,left,-1.0,0,0,0.3932365000000573,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
166,0.5,1.5,222.2142859999999,222.71438970000008,222.71438970000008,222.71438970000008,223.01445430000012,right,1.5,0,0,0.343738100000337,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
167,0.5,2.0,223.08091049999985,223.58068670000011,223.58068670000011,223.58068670000011,223.88064559999975,left,-2.0,0,0,0.6350514000000658,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
168,0.5,2.5,224.24770069999977,224.73049089999995,224.73049089999995,224.74767410000004,225.03062060000002,left,-2.5,0,0,0.41732590000037817,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
169,0.5,3.0,225.18080499999996,225.68075629999976,225.68075629999976,225.68075629999976,225.98099439999987,left,-3.0,1,1,0.3152404000002207,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
170,0.5,3.0,226.01406240000006,226.51364299999977,226.51364299999977,226.51364299999977,226.81394659999978,left,-3.0,1,1,0.4529825000004166,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
171,0.5,3.0,226.9971956999998,227.4801192,227.4801192,227.49683779999987,227.78011979999974,right,3.0,1,1,0.705827500000396,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
172,0.5,2.5,228.21352530000013,228.71345109999993,228.71345109999993,228.71345109999993,229.0135750999998,right,2.5,1,1,0.5657738000004429,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
173,0.5,2.5,229.29675859999998,229.79694169999993,229.79694169999993,229.79694169999993,230.09645249999994,left,-2.5,0,0,0.7012776000001395,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
174,0.5,3.0,230.52975960000003,231.01339599999983,231.01339599999983,231.0298576,231.3130874999997,left,-3.0,0,0,0.4389568000001418,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
175,0.5,3.5,231.48005909999983,231.9795111999997,231.9795111999997,231.9795111999997,232.27941819999978,right,3.5,0,0,0.6406707999999526,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
176,0.5,4.0,232.64602689999992,233.1461006999998,233.1461006999998,233.1461006999998,233.46142599999985,left,-4.0,1,1,0.30864040000005843,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
177,0.5,4.0,233.47831240000005,233.96224189999975,233.96224189999975,233.97864859999981,,left,-4.0,1,1,0.07315550000021176,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
178,0.5,4.0,234.0618844999999,234.56246340000007,234.56246340000007,234.56246340000007,234.86197429999993,right,4.0,0,0,0.5121205000000373,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
179,0.5,4.5,235.09523360000003,235.5789046,235.5789046,235.59524740000006,235.87846309999986,right,4.5,1,1,0.6446154000000206,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
180,0.5,4.5,236.24444360000007,236.72848049999993,236.72848049999993,236.74524100000008,237.02862539999978,left,-4.5,1,1,0.5852598999999827,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
181,0.5,4.5,237.34550480000007,237.8447639000001,237.8447639000001,237.8447639000001,238.1457101000001,right,4.5,1,1,0.5361993000001348,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
182,0.5,4.0,238.4116270999998,238.89541999999983,238.89541999999983,238.91236309999977,239.19560589999992,left,-4.0,1,1,0.48408169999993333,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
183,0.5,4.0,239.4118082,239.9112501999998,239.9112501999998,239.9112501999998,240.21075930000006,right,4.0,0,0,0.418865900000128,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
184,0.5,4.5,240.36134009999978,240.84433839999974,240.84433839999974,240.86126209999975,241.14523580000014,right,4.5,1,1,0.6616390000003776,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
185,0.5,4.5,241.52756379999983,242.01163719999977,242.01163719999977,242.02855079999972,242.3113653999999,left,-4.5,1,1,0.5606864999999743,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
186,0.5,4.5,242.5946326999997,243.09547070000008,243.09547070000008,243.09547070000008,243.39497200000005,left,-4.5,1,1,0.8292864999998528,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
187,0.5,4.0,243.9445714999997,244.44459640000014,244.44459640000014,244.44459640000014,244.74449679999998,left,-4.0,1,1,0.931591699999899,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
188,0.5,4.0,245.3945491999998,245.8942917999998,245.8942917999998,245.8942917999998,246.1948382999999,right,4.0,1,1,0.6360948999999891,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
189,0.5,4.0,246.56085110000004,247.06065239999998,247.06065239999998,247.06065239999998,247.36075739999978,right,4.0,1,1,0.582886900000176,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
190,0.5,3.5,247.6610413999997,248.1606351999999,248.1606351999999,248.1606351999999,248.46054809999987,left,-3.5,1,1,0.554537800000162,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
191,0.5,3.5,248.7444249,249.2443543999998,249.2443543999998,249.2443543999998,249.54426289999992,right,3.5,1,1,0.8885042000001704,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
192,0.5,3.5,250.16047170000002,250.66039629999977,250.66039629999977,250.66039629999977,250.9606561999999,right,3.5,0,0,0.6145258999999896,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
193,0.5,4.0,251.2939054999997,251.79391369999985,251.79391369999985,251.79391369999985,252.09350540000014,right,4.0,1,1,0.765711999999894,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
194,0.5,4.0,252.57676679999986,253.0767178000001,253.0767178000001,253.0767178000001,253.3765330000001,right,4.0,1,1,0.6189898000002358,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
195,0.5,4.0,253.72698579999997,254.22693389999995,254.22693389999995,254.22693389999995,254.5268572,right,4.0,1,1,0.548667700000351,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
196,0.5,3.5,254.7930824,255.2930421000001,255.2930421000001,255.2930421000001,255.5930171,left,-3.5,1,1,0.641377200000079,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
197,0.5,3.5,255.95970469999975,256.4593986,256.4593986,256.4593986,256.75942959999975,left,-3.5,0,0,2.543311299999914,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
198,0.5,4.0,259.0258936,259.5257381000001,259.5257381000001,259.5257381000001,259.82577459999993,right,4.0,1,1,0.6472014000000854,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
199,0.5,4.0,260.1923425,260.69237539999995,260.69237539999995,260.69237539999995,260.9921277999997,left,-4.0,1,1,0.7672040000002198,307387,001,2023-09-06_23h31.07.459,adaptivestaircase,2023.1.3,59.949738139528954,
